name,Gold.ASP.Fitness,Gold.ASP.ASP,Gold.ASP.Map,Gold.ASP.DEClash,Gold.ASP.DEInternal,affinity
3gss,46.9567,54.7060,-273.5300,2.1078,5.6415,5.82
4owv,15.1584,16.3600,-81.8000,1.1950,0.0067,4.35
4h3f,45.3386,47.4160,-237.0800,1.4069,0.6704,9
1d4j,58.3621,64.4560,-322.2800,1.5028,4.5911,8.36
2fqx,56.0302,57.1580,-285.7900,0.4566,0.6712,7.15
3cd5,37.8718,42.9440,-214.7200,0.2801,4.7921,7.9
2zft,44.3617,46.8520,-234.2600,0.0276,2.4627,6.52
4ibb,19.1890,23.3280,-116.6400,0.7975,3.3415,3.57
3m1k,18.4992,18.5040,-92.5200,0.0048,0.0000,5.39
1rr6,34.0582,34.4280,-172.1400,0.0048,0.3649,10.25
2oc2,60.5273,73.9600,-369.8000,8.1562,5.2765,8.52
1yda,20.7398,25.1040,-125.5200,1.8711,2.4931,6.55
4r4i,36.8452,40.0720,-200.3600,0.2453,2.9815,6.27
3rwp,36.5972,41.5920,-207.9600,0.0174,4.9773,9.22
3zqe,14.6260,14.8600,-74.3000,0.0000,0.2340,4.23
3s9t,34.3487,38.8520,-194.2600,1.2423,3.2610,6.82
4g95,43.0145,44.7680,-223.8400,0.5565,1.1969,7.61
4ymh,53.1987,55.7900,-278.9500,1.1734,1.4179,6.46
2vwo,49.7730,57.5200,-287.6000,0.1437,7.6033,7.51
3s77,22.6145,24.2720,-121.3600,0.5929,1.0646,7.21
4knj,34.9779,38.1860,-190.9300,1.3079,1.9002,7.95
3sjf,52.5465,60.0900,-300.4500,1.2762,6.2673,7.64
3pju,59.4704,63.5160,-317.5800,3.1152,0.9304,4.88
1ndy,40.5708,43.8600,-219.3000,2.0892,1.2000,6.17
4zzy,50.5505,53.3260,-266.6300,0.5835,2.1919,5.6
2exm,19.6786,20.9020,-104.5100,1.0884,0.1350,4.11
1tok,22.2565,24.3880,-121.9400,0.4216,1.7099,2.47
456c,41.5486,56.5960,-282.9800,13.1444,1.9030,9.77
3pgu,12.7277,15.0440,-75.2200,1.8657,0.4505,6.7
4llj,22.3989,23.1580,-115.7900,0.7591,0.0000,3.42
4hu1,28.6889,38.4660,-192.3300,0.5408,9.2363,7.54
2v2h,25.6690,27.9820,-139.9100,2.1666,0.1464,3.77
2fle,60.3386,68.0780,-340.3900,3.4383,4.3011,7.85
3fl5,40.5528,41.8920,-209.4600,1.3392,0.0000,7.28
4app,30.3432,41.0600,-205.3000,2.8369,7.8799,7.19
3b7j,16.5828,20.6820,-103.4100,4.0992,0.0000,5.17
4djo,44.8146,51.3580,-256.7900,1.4421,5.1012,11.52
1tom,35.8001,38.8720,-194.3600,1.2688,1.8031,8.3
3znr,50.1201,54.6060,-273.0300,0.4812,4.0047,7.44
4fxp,63.0292,64.4320,-322.1600,0.2637,1.1391,4.09
1ie9,50.2328,50.4160,-252.0800,0.0015,0.1818,10.19
2g5u,23.3222,23.8720,-119.3600,0.0000,0.5498,8.49
1h1d,29.3350,35.4200,-177.1000,3.0667,3.0183,8.22
4xu2,73.0746,77.9000,-389.5000,1.3127,3.5128,9.23
4xtx,71.5755,80.4880,-402.4400,2.0508,6.8617,10.57
4gqr,26.9899,31.3260,-156.6300,2.6349,1.7012,3.96
1oba,15.6377,17.5700,-87.8500,0.7049,1.2274,2.44
4c1t,65.5079,69.0820,-345.4100,0.0059,3.5681,7.15
1j14,27.0264,27.5040,-137.5200,0.3215,0.1562,4.49
4c5d,44.9249,50.9760,-254.8800,0.0341,6.0171,5.4
4jsa,19.5557,23.1980,-115.9900,2.5365,1.1057,4.96
2f6t,35.3365,40.2080,-201.0400,3.0122,1.8593,4.62
1px4,36.1164,37.7480,-188.7400,1.2024,0.4293,3.23
3fuc,50.2423,53.5080,-267.5400,2.1532,1.1125,9.72
4qf9,37.0370,41.1560,-205.7800,2.7834,1.3356,4.43
1lrh,27.3401,31.6120,-158.0600,3.5535,0.7184,6.82
3s8l,41.3196,50.2940,-251.4700,0.6194,8.3550,5.64
2j7f,44.1594,53.8700,-269.3500,7.9256,1.7849,6.35
3s2v,34.3007,40.4760,-202.3800,3.3382,2.8370,6.8
3slz,82.9727,91.1600,-455.8000,4.5582,3.6292,6.99
4p6x,34.1181,36.0320,-180.1600,1.7323,0.1817,7.04
1thz,28.7481,39.4600,-197.3000,4.8135,5.8984,5.15
1xkk,47.4894,53.4360,-267.1800,2.7507,3.1958,8.52
1li2,15.4100,15.4100,-77.0500,0.0000,0.0000,4.04
2vwm,52.4955,60.2920,-301.4600,0.8655,6.9311,7.03
3gt9,36.5211,41.7600,-208.8000,0.0825,5.1564,3.96
1sbr,23.2893,24.4300,-122.1500,0.3019,0.8387,5
2xp7,27.4534,31.0120,-155.0600,1.1500,2.4086,5.77
1bxo,53.0946,56.0640,-280.3200,1.9550,1.0144,10
3aau,36.1105,51.2820,-256.4100,10.2749,4.8966,5.05
3ibu,30.2393,31.5140,-157.5700,0.3128,0.9618,9.15
1ydk,37.3412,40.5360,-202.6800,0.5329,2.6619,5.89
4cu7,36.2057,36.2060,-181.0300,0.0000,0.0003,7.59
4u70,34.8573,44.4300,-222.1500,8.4809,1.0918,5.02
3ikd,38.4768,41.3420,-206.7100,1.7468,1.1184,6.75
4rra,43.4535,47.1940,-235.9700,1.7249,2.0156,4.87
2cex,27.1432,29.4780,-147.3900,0.0458,2.2890,4.7
2fzk,16.8766,33.1700,-165.8500,9.7216,6.5719,3.6
2xb7,28.6449,35.7220,-178.6100,1.1183,5.9588,9.19
4ezx,37.7380,45.7100,-228.5500,0.0197,7.9524,5.8
4w52,13.7700,13.7700,-68.8500,0.0000,0.0000,3.76
2xyd,70.5943,84.8420,-424.2100,9.2298,5.0180,6.82
4ngn,45.5069,52.4860,-262.4300,0.3856,6.5935,7.55
3d1z,36.7911,47.0820,-235.4100,6.2255,4.0653,8.8
1lhu,31.5655,32.8120,-164.0600,1.2465,0.0000,8.83
4elg,51.9332,55.4160,-277.0800,0.5958,2.8870,8.16
2ov4,49.5271,64.3720,-321.8600,8.3159,6.5289,4.74
2bvs,24.6210,40.5860,-202.9300,7.8214,8.1436,4.1
2nn7,28.5468,34.6360,-173.1800,4.7785,1.3107,6.52
3gdt,21.5123,22.5660,-112.8300,0.0126,1.0411,7.19
4ca6,72.8275,84.5920,-422.9600,4.6169,7.1476,6.74
1o3i,36.2146,37.8820,-189.4100,0.0408,1.6265,7.3
3fuz,25.5075,26.4140,-132.0700,0.2387,0.6678,6.54
3owj,30.4280,30.4280,-152.1400,0.0000,0.0000,6.07
2vpe,42.0850,51.1160,-255.5800,1.2665,7.7645,4.94
1bnu,33.6408,38.0600,-190.3000,2.4046,2.0146,9.7
2pv1,36.5455,48.1820,-240.9100,3.0398,8.5967,7.14
3s8o,42.6787,50.2740,-251.3700,0.0712,7.5242,6.85
1izh,55.1054,67.0820,-335.4100,3.9798,7.9969,7.7
3fvn,38.1692,40.8700,-204.3500,0.3009,2.3999,6.77
3s0e,18.9395,20.2560,-101.2800,1.0814,0.2352,6.55
3o4k,31.6367,63.1180,-315.5900,15.0980,16.3833,7.62
4zb8,47.1968,56.2840,-281.4200,2.2771,6.8102,6.03
4aba,15.0884,15.6980,-78.4900,0.0448,0.5648,3.82
2gzl,57.9742,68.1760,-340.8800,1.4356,8.7662,4.82
3d6o,19.3813,21.5900,-107.9500,0.3660,1.8427,4.11
5bv3,70.3793,76.1480,-380.7400,4.5873,1.1813,7.17
1zea,41.0490,59.3640,-296.8200,3.0611,15.2539,5.22
3lxe,40.0355,41.8400,-209.2000,1.3405,0.4640,6.6
4up5,19.6287,20.3240,-101.6200,0.4726,0.2227,2.6
4h3j,36.8939,38.1160,-190.5800,0.8580,0.3641,7.05
1s39,33.1014,34.7880,-173.9400,1.6866,0.0000,7.7
2qfo,16.4448,16.4920,-82.4600,0.0009,0.0463,4.7
3w5n,42.6875,42.8380,-214.1900,0.1505,0.0000,3.87
3uu1,17.0975,18.6720,-93.3600,0.0000,1.5745,5.2
1hi5,24.0364,27.5140,-137.5700,1.8380,1.6396,4.04
4m6u,8.3204,18.2620,-91.3100,7.6636,2.2781,2.74
3suv,38.5037,40.8720,-204.3600,1.0895,1.2788,4.55
1om1,31.3277,35.4960,-177.4800,3.9982,0.1702,6.77
1fm9,59.1821,71.7020,-358.5100,9.1378,3.3822,9
4gzw,31.4382,36.2400,-181.2000,0.3763,4.4255,4.52
3rf4,29.4091,32.6280,-163.1400,0.1270,3.0918,6.25
4y59,46.5104,52.0260,-260.1300,4.3589,1.1567,5.24
4dfg,44.9897,51.0880,-255.4400,2.5891,3.5093,11.74
2zfs,44.6038,47.9500,-239.7500,0.3597,2.9865,6.54
2a5c,41.0062,43.2540,-216.2700,0.8534,1.3944,4.62
2qi7,35.1924,43.4160,-217.0800,4.5004,3.7232,10.21
1lee,49.0171,54.1540,-270.7700,3.3549,1.7820,7.74
1olu,63.1545,67.0780,-335.3900,2.7254,1.1981,4.41
4b5s,11.4618,15.2960,-76.4800,3.8214,0.0128,3.49
4cgi,30.0649,35.6280,-178.1400,1.7601,3.8030,3.12
3ahn,65.2737,74.7400,-373.7000,4.9865,4.4798,7.05
4lw1,18.3997,18.5240,-92.6200,-0.0000,0.1243,3.15
4xtv,75.8034,80.0040,-400.0200,1.2536,2.9470,9.27
4q3u,22.1726,26.9920,-134.9600,4.0935,0.7259,6.44
4xy8,39.2860,44.4580,-222.2900,1.7510,3.4210,6.4
4f9u,40.6312,45.1280,-225.6400,3.0147,1.4821,6.03
3mhc,32.2309,36.4140,-182.0700,1.3190,2.8641,7.96
3zcl,44.8854,46.1880,-230.9400,0.0023,1.3003,8
1toi,27.6238,28.0300,-140.1500,0.0000,0.4062,4.05
4lvt,56.5304,68.9200,-344.6000,0.0149,12.3747,10.36
4km2,37.5176,39.0480,-195.2400,0.0811,1.4493,5.84
3djk,37.6325,43.7280,-218.6400,2.1848,3.9107,10.59
1kdk,29.7875,30.0220,-150.1100,0.2345,0.0000,9.05
4xt2,45.9418,47.8400,-239.2000,1.0047,0.8935,7.15
1qbu,45.9562,50.3640,-251.8200,1.4095,2.9983,10.24
1o38,43.3697,45.0240,-225.1200,0.1682,1.4861,6.82
4knn,32.2435,37.9840,-189.9200,3.2778,2.4627,7.78
4jv8,36.5196,38.1520,-190.7600,1.0647,0.5678,5.85
1m5w,18.0025,27.3300,-136.6500,7.1531,2.1744,4.27
3s56,47.1767,53.8900,-269.4500,2.6205,4.0928,9.62
3lk8,33.0251,41.5600,-207.8000,6.4998,2.0350,7.71
1rd4,39.2436,47.2680,-236.3400,2.3281,5.6963,7.74
1bxr,71.6636,83.2720,-416.3600,8.3484,3.2600,3.4
2vk6,41.4618,47.2380,-236.1900,3.9277,1.8485,5.3
4crb,37.8865,44.6760,-223.3800,3.9000,2.8895,7.57
3mi2,39.2011,46.1820,-230.9100,5.3809,1.6000,7.77
4e70,30.8538,31.5160,-157.5800,0.5589,0.1033,5.28
3daz,24.5861,28.0320,-140.1600,0.9114,2.5345,7.93
3k2f,32.1821,49.4240,-247.1200,9.1189,8.1230,7.2
3ttn,38.9710,41.4740,-207.3700,1.2060,1.2970,7.84
4ynb,64.3845,65.9100,-329.5500,1.1763,0.3492,10.37
2yi7,25.1366,28.1780,-140.8900,1.1302,1.9112,8.32
1pyn,44.9680,51.7200,-258.6000,1.0067,5.7453,5.49
2bpv,41.9159,46.5100,-232.5500,1.0001,3.5940,7.67
4hzm,24.5695,25.1300,-125.6500,0.0939,0.4666,4.63
4nyf,24.1410,27.4780,-137.3900,0.2801,3.0569,7.31
2yi0,27.3168,29.5660,-147.8300,0.1458,2.1034,8.12
4ymg,56.1365,59.6880,-298.4400,2.1300,1.4215,4.68
3str,46.1931,59.1680,-295.8400,6.8930,6.0819,8.4
3n3j,25.3320,32.9420,-164.7100,3.2527,4.3573,8.48
5cbs,30.3699,32.5540,-162.7700,0.7612,1.4229,5.41
2pu1,35.8646,45.4280,-227.1400,6.9572,2.6062,5.85
1zoe,21.8901,21.9260,-109.6300,0.0135,0.0224,7.4
1lnm,46.3031,47.7000,-238.5000,0.0650,1.3318,8.7
2vqt,54.2583,55.0760,-275.3800,0.5651,0.2526,6
2ces,42.8219,48.0700,-240.3500,3.8793,1.3688,7.25
3ggu,34.9643,42.8100,-214.0500,4.3211,3.5246,9.77
4arb,50.5792,55.7460,-278.7300,1.5445,3.6223,5.89
3kgu,16.6939,21.3840,-106.9200,2.3477,2.3424,5.92
3gm0,45.7040,46.4840,-232.4200,0.0075,0.7725,7.77
3q2j,30.5592,34.4720,-172.3600,0.6169,3.2959,4.18
4m3p,9.2074,11.1540,-55.7700,0.0402,1.9064,5.4
2h15,35.2183,38.6020,-193.0100,2.4259,0.9578,5.67
4uoh,45.6341,49.1700,-245.8500,0.4473,3.0885,4.77
4euo,29.8886,30.1100,-150.5500,0.0314,0.1900,5.05
3m35,32.3347,42.6520,-213.2600,2.2277,8.0896,7.22
2e2p,37.7077,40.9500,-204.7500,0.8257,2.4165,4.74
3p8p,26.4681,31.4820,-157.4100,2.2223,2.7916,4.55
2jkh,34.6670,35.4720,-177.3600,0.0098,0.7952,8.05
2arm,5.9069,16.3620,-81.8100,7.9307,2.5244,7.68
3tfu,45.6359,53.1500,-265.7500,4.3536,3.1606,3.28
3ddf,43.3042,49.0900,-245.4500,5.5511,0.2347,4.66
1yq7,36.9242,46.6880,-233.4400,5.6985,4.0653,7.09
3oyw,28.4109,29.7560,-148.7800,0.0931,1.2520,4.11
1cgl,43.3812,51.5340,-257.6700,3.1007,5.0521,6.87
1elr,34.7818,43.2000,-216.0000,0.5698,7.8484,4.96
4cwo,44.4400,45.8820,-229.4100,1.1581,0.2839,5.21
2r23,29.1327,37.4480,-187.2400,5.1849,3.1303,3.72
1ik4,39.2073,42.6920,-213.4600,2.8600,0.6246,7.41
2rfh,16.0523,24.5260,-122.6300,5.0705,3.4033,6.82
4dds,29.1511,31.0900,-155.4500,0.0154,1.9235,5.01
3o75,38.5917,40.9360,-204.6800,1.4187,0.9256,6.68
3juo,33.2630,36.3800,-181.9000,2.9509,0.1661,5.07
3p8z,46.7225,51.0980,-255.4900,2.2266,2.1489,6.09
4pum,41.8449,45.5640,-227.8200,3.7187,0.0003,6.73
1gx8,17.1085,20.2200,-101.1000,1.5195,1.5920,6.37
1o2q,34.9219,41.1860,-205.9300,2.4383,3.8258,7.68
4daf,24.1334,32.3080,-161.5400,5.5264,2.6482,7.12
1zc9,18.4463,23.7020,-118.5100,4.8710,0.3847,3.22
1f8c,36.8994,40.2440,-201.2200,3.2129,0.1317,7.4
3sw8,24.6047,35.6600,-178.3000,8.2662,2.7891,4.5
4gj3,26.1048,31.8140,-159.0700,0.2136,5.4956,8.85
4w97,79.7575,93.1540,-465.7700,5.1954,8.2010,7.1
1tnh,15.2359,15.4580,-77.2900,0.1334,0.0887,3.37
3rv8,18.2384,24.4240,-122.1200,0.0106,6.1750,4.92
4cjq,25.8522,32.2680,-161.3400,1.3328,5.0829,3.59
3mhi,32.2536,37.9960,-189.9800,2.7939,2.9485,6.7
4zba,49.5988,54.9580,-274.7900,0.6905,4.6687,5.51
4ipj,16.3082,20.5600,-102.8000,3.9185,0.3333,4.87
3ckp,46.8933,50.7880,-253.9400,2.1079,1.7868,6.35
3bgq,34.4162,36.1740,-180.8700,1.1936,0.5642,7.96
1r9l,27.6369,31.1700,-155.8500,1.2124,2.3207,5.4
3fed,45.3366,51.9820,-259.9100,4.5023,2.1431,7.46
3uw4,39.9425,45.6220,-228.1100,1.1437,4.5358,7.77
3ekt,34.1865,44.3460,-221.7300,5.9277,4.2318,10.59
4zhl,76.9474,84.9460,-424.7300,4.1323,3.8663,6.47
3c39,33.1125,34.6020,-173.0100,1.0618,0.4277,3.96
3ps1,39.1880,51.9820,-259.9100,11.3631,1.4309,10.17
2pk5,64.7147,74.1420,-370.7100,5.6375,3.7898,10.7
3nuo,39.5367,45.4200,-227.1000,2.7553,3.1280,9.8
4bi6,18.8274,25.1780,-125.8900,5.8556,0.4950,3.95
3wq6,71.4796,81.2240,-406.1200,4.1618,5.5826,4.59
3iof,14.7019,20.8240,-104.1200,2.3341,3.7880,5.22
2w67,32.3117,35.5280,-177.6400,1.3320,1.8843,4.96
1ocq,45.9828,46.9300,-234.6500,0.2391,0.7081,5.19
3mhl,33.9482,42.3700,-211.8500,4.5664,3.8554,7.25
1sqt,25.9487,30.5480,-152.7400,2.4498,2.1495,6.2
4r5t,47.3221,59.2940,-296.4700,7.5044,4.4675,6.1
3ove,41.2473,50.7320,-253.6600,0.3794,9.1052,6.57
1ssq,18.8472,19.3200,-96.6000,0.4154,0.0574,6
3b66,50.8239,57.3240,-286.6200,1.8964,4.6037,8.6
1oif,38.8146,39.2820,-196.4100,0.3947,0.0727,7.72
1os5,34.4986,35.6740,-178.3700,0.0000,1.1754,6.85
1df8,38.7286,39.4800,-197.4000,0.2604,0.4910,9.7
1kug,43.4758,49.8520,-249.2600,3.6270,2.7492,3.8
4q08,34.4733,45.0140,-225.0700,2.7721,7.7687,6.3
1e1x,25.7968,26.6500,-133.2500,0.5625,0.2907,5.89
4gj2,26.1951,31.9140,-159.5700,0.0202,5.6987,8.6
1xh9,56.5993,61.0080,-305.0400,2.0612,2.3475,7.77
1fpc,48.9768,52.6560,-263.2800,0.7477,2.9316,7
3nw3,26.3455,45.8800,-229.4000,8.4354,11.0990,6.49
4qhc,4.7243,12.0100,-60.0500,5.9236,1.3620,6.7
5cp9,22.3199,25.0460,-125.2300,1.8788,0.8473,3.51
4cfl,29.4461,31.6840,-158.4200,0.0580,2.1799,5.88
1b6l,39.8325,47.0060,-235.0300,2.6005,4.5731,8.3
1bnt,34.2869,38.6020,-193.0100,1.6717,2.6434,9.8
1hbv,31.9072,41.5060,-207.5300,4.2650,5.3338,6.37
4x8u,12.7761,14.3720,-71.8600,1.5629,0.0330,2.46
4cwt,55.3641,55.8880,-279.4400,0.0662,0.4576,6.75
4q46,51.6464,52.9600,-264.8000,0.1098,1.2038,3.77
2r1y,22.8287,24.1420,-120.7100,0.9191,0.3942,4.51
4bks,43.0272,45.1520,-225.7600,0.0726,2.0522,3.82
1bn4,30.6761,37.7640,-188.8200,4.4779,2.6100,9.31
3m8t,15.6934,26.2620,-131.3100,9.4460,1.1225,4
3qx8,27.1207,41.1380,-205.6900,6.5604,7.4569,2.86
2hmv,36.1792,40.9080,-204.5400,0.5961,4.1328,7.7
4nbl,50.0524,53.5240,-267.6200,1.0652,2.4064,6.33
3b3x,4.7460,17.7900,-88.9500,5.5801,7.4639,3.6
1wm1,19.0108,29.1220,-145.6100,9.7091,0.4021,6.3
1oxr,12.7623,17.6300,-88.1500,2.5960,2.2717,5.19
2zq0,65.8416,75.4300,-377.1500,5.9005,3.6880,6.82
3o56,41.3145,44.7500,-223.7500,1.0804,2.3551,9.1
3v2p,27.3634,30.1500,-150.7500,0.0000,2.7866,6.36
4rsk,28.3721,30.7300,-153.6500,0.5600,1.7979,4.32
1c1v,35.1477,42.8840,-214.4200,5.6683,2.0680,7.64
4y0a,22.8493,23.5020,-117.5100,0.0354,0.6173,2.31
1i9m,20.1228,29.0400,-145.2000,4.5907,4.3265,8.48
2xc0,55.6701,66.3020,-331.5100,3.1446,7.4873,6.72
2q55,49.1453,56.2900,-281.4500,3.1064,4.0384,8.69
4tim,22.8242,26.6380,-133.1900,1.8636,1.9502,2.16
4mhz,32.5379,40.1280,-200.6400,5.0315,2.5587,6.87
2vvc,51.7292,56.8320,-284.1600,0.6016,4.5013,8.52
4nue,35.5767,38.2920,-191.4600,0.0000,2.7153,6.82
3wzn,31.7057,35.6360,-178.1800,3.7367,0.1936,7
1s19,47.4899,49.0640,-245.3200,0.0048,1.5693,9.51
4tjz,19.0905,19.1780,-95.8900,0.0000,0.0875,5.97
1zs0,38.8069,43.8100,-219.0500,1.7878,3.2153,6.15
2zfp,27.2449,33.5400,-167.7000,1.8053,4.4899,5.17
1rbp,30.7073,31.7780,-158.8900,0.5192,0.5515,6.72
1x8r,58.4493,67.5280,-337.6400,5.5966,3.4820,6.12
1x8j,23.9131,23.9160,-119.5800,0.0029,0.0000,6.96
4kn0,84.3350,87.1200,-435.6000,0.2812,2.5038,7.4
3f16,34.6152,44.0800,-220.4000,6.6018,2.8630,8.23
4rn4,47.2404,50.7480,-253.7400,0.5764,2.9312,6.94
4bzs,47.7198,55.3380,-276.6900,2.8967,4.7215,7.12
4ww8,27.4330,30.4680,-152.3400,1.7742,1.2608,10.17
3dsz,27.3424,48.1440,-240.7200,0.0193,20.7823,7.77
4kcx,25.6510,27.1720,-135.8600,0.0202,1.5008,4.43
3l7c,31.5673,32.2380,-161.1900,0.1559,0.5148,2.44
2rkm,35.8801,38.6040,-193.0200,0.0524,2.6715,3.9
4riv,23.1567,25.5500,-127.7500,2.3933,0.0000,7
3w9r,21.7781,23.4440,-117.2200,0.0000,1.6659,6.18
3b3c,26.9909,33.7040,-168.5200,6.6042,0.1088,3.98
1f8e,36.5614,40.4600,-202.3000,3.5839,0.3147,4.82
4qev,32.4050,35.7180,-178.5900,0.1596,3.1534,7.66
3t09,34.4259,41.9940,-209.9700,7.5621,0.0061,3.8
4lm2,22.5161,24.1940,-120.9700,1.3048,0.3731,3.03
1ols,70.4524,76.9900,-384.9500,5.0731,1.4646,5.82
3exe,73.2404,79.6520,-398.2600,3.8877,2.5238,6.96
4zhm,25.2885,43.0380,-215.1900,15.2919,2.4576,8.05
3m3z,30.3798,33.6900,-168.4500,2.5993,0.7110,5.73
1nfx,45.6441,48.4540,-242.2700,0.8146,1.9953,8.52
3gpo,51.1973,56.5560,-282.7800,3.2551,2.1036,5.3
4kz7,13.0089,14.2340,-71.1700,0.7356,0.4894,2.49
1h1s,34.0920,37.4920,-187.4600,0.5466,2.8534,8.22
2vwl,47.0072,56.3820,-281.9100,0.5049,8.8699,7.02
1g2o,40.5765,41.7460,-208.7300,0.0838,1.0856,10.55
4phu,44.5677,49.9840,-249.9200,2.1620,3.2543,7.92
4yes,34.3579,39.5320,-197.6600,0.4753,4.6988,8.02
1hi3,23.4497,26.6340,-133.1700,0.0491,3.1352,4.19
4qem,16.1166,16.8380,-84.1900,0.1160,0.6053,7.8
1dzk,10.3461,15.5700,-77.8500,3.3783,1.8455,6.1
3wqm,48.8738,61.5860,-307.9300,4.3848,8.3274,6.25
1fzk,64.0612,84.0600,-420.3000,4.3563,15.6424,8.4
3w9k,22.5510,23.8600,-119.3000,0.0000,1.3090,6.32
3n2v,37.1546,50.1120,-250.5600,7.2613,5.6961,7.51
3hcm,6.7296,9.5140,-47.5700,1.6191,1.1653,3.3
1rpj,42.6546,43.1420,-215.7100,0.4779,0.0095,6.48
2ha6,43.1763,46.1020,-230.5100,0.3375,2.5882,4.32
3t84,33.0109,39.8040,-199.0200,2.8944,3.8987,6.97
4egk,28.4211,28.4960,-142.4800,0.0749,0.0000,7.72
2zxd,32.8626,36.4180,-182.0900,2.0797,1.4757,5.22
4qtl,23.8796,42.0600,-210.3000,7.6432,10.5372,6.92
1i00,26.8311,28.2060,-141.0300,0.0115,1.3634,6.34
4kfq,32.4038,32.7160,-163.5800,0.3122,0.0000,8.23
1qy1,25.8519,26.8320,-134.1600,0.0000,0.9801,6.52
3wto,43.3906,46.0640,-230.3200,2.2493,0.4241,6.92
4i5c,31.0798,33.5760,-167.8800,1.7601,0.7361,8.82
4j74,23.3292,24.5880,-122.9400,0.0029,1.2559,4.59
4g8m,29.8994,31.6920,-158.4600,0.0456,1.7470,7.89
3rz7,18.7539,41.1680,-205.8400,1.1479,21.2661,8.96
3fvl,21.0166,28.8660,-144.3300,6.1914,1.6579,6.07
1dy4,47.4752,48.7400,-243.7000,0.0038,1.2610,4.36
2pvh,28.8614,32.8000,-164.0000,0.4999,3.4386,6.59
2yme,32.1416,32.7740,-163.8700,0.5672,0.0652,7.66
1pkx,55.8803,60.7100,-303.5500,3.5174,1.3123,6.92
2vnt,38.4989,45.5760,-227.8800,2.6971,4.3800,8
1no6,18.3185,31.2760,-156.3800,5.5531,7.4043,4.41
1w96,41.3416,42.8380,-214.1900,0.0727,1.4237,8.41
2q89,37.6807,39.7120,-198.5600,1.4039,0.6273,6.3
1e2l,39.0958,42.9960,-214.9800,2.7239,1.1763,4.29
1bnq,32.4156,37.1360,-185.6800,3.1715,1.5489,9.49
4dko,21.0832,24.5180,-122.5900,1.1259,2.3089,6.52
4nbk,34.0209,34.7860,-173.9300,0.2292,0.5359,3.87
1fkb,53.2961,55.2620,-276.3100,0.6169,1.3490,9.7
3dx3,36.7713,40.0280,-200.1400,3.2567,0.0000,6.52
1fq5,60.8198,66.5180,-332.5900,3.4987,2.1995,8.4
1hvi,59.7523,65.2860,-326.4300,2.0227,3.5111,10.92
4aq6,28.4827,29.1360,-145.6800,0.2320,0.4214,4.8
3gs6,20.8742,23.1020,-115.5100,0.3359,1.8920,6.59
4kif,17.9160,24.5980,-122.9900,5.2446,1.4374,4.84
4mdn,36.2077,40.6200,-203.1000,0.0000,4.4123,6.22
3qkd,62.3135,66.4240,-332.1200,0.0150,4.0955,8.38
4x5z,38.3139,38.8720,-194.3600,0.1231,0.4350,7.63
1k4g,30.7680,34.2600,-171.3000,2.9314,0.5606,5.85
1ogx,30.8926,31.1180,-155.5900,0.2254,0.0000,6.09
4kqp,30.7040,31.3260,-156.6300,0.1022,0.5198,6.05
1ugp,7.4022,13.4700,-67.3500,5.6529,0.4149,2.89
2jf4,59.7899,61.0580,-305.2900,0.3209,0.9472,8.15
1dl7,26.1442,33.9480,-169.7400,5.6129,2.1908,6.49
1f4f,26.9163,32.1360,-160.6800,0.5358,4.6838,4.62
1ppi,74.9588,82.5520,-412.7600,2.0702,5.5230,5.01
3c8a,33.2413,41.2820,-206.4100,4.4180,3.6227,6.18
4er1,57.8712,68.5180,-342.5900,4.5382,6.1085,6.62
1yqy,40.2713,49.6940,-248.4700,7.1618,2.2609,7.62
2bq7,34.8964,40.6620,-203.3100,2.8335,2.9320,7.05
2jew,33.4107,36.2120,-181.0600,1.9615,0.8397,6.69
1u0g,30.5213,32.0020,-160.0100,1.2990,0.1817,6.15
3a5y,61.8693,68.6720,-343.3600,2.1544,4.6484,7.96
2x09,34.7342,39.7100,-198.5500,4.8237,0.1521,3.76
4rd3,63.1046,67.0900,-335.4500,2.7720,1.2134,6.47
3ujc,29.9944,31.8540,-159.2700,0.7186,1.1410,4.59
4unp,31.3422,33.0820,-165.4100,0.0000,1.7398,3.23
1cnw,26.5060,31.5640,-157.8200,3.0060,2.0520,7.72
5fl6,29.6221,32.5840,-162.9200,1.3730,1.5888,7.36
1uz4,33.6377,35.7900,-178.9500,2.1482,0.0041,3.4
1h0a,36.9281,41.4040,-207.0200,1.2631,3.2129,5.44
4uma,23.6454,28.2000,-141.0000,3.6171,0.9375,5.41
3t82,35.6621,38.7040,-193.5200,1.2586,1.7832,7
3d78,18.1932,22.2060,-111.0300,1.8106,2.2021,7.64
4oks,34.7498,36.5580,-182.7900,0.8858,0.9224,4.48
1ony,32.2734,45.0300,-225.1500,4.8433,7.9133,6.77
3bgc,41.4819,53.0340,-265.1700,2.6377,8.9144,5.02
3fqe,36.0733,37.9740,-189.8700,0.0811,1.8197,8.3
1a1e,37.3963,41.5540,-207.7700,1.0973,3.0604,6
3v2q,18.1304,25.0840,-125.4200,4.6895,2.2641,6.29
2e7f,32.9880,36.0820,-180.4100,0.4680,2.6260,6.1
3uz5,26.4119,29.8420,-149.2100,3.4301,0.0000,7.22
4a6b,43.4053,50.0840,-250.4200,3.7201,2.9586,8.38
3kyq,23.0028,25.6520,-128.2600,0.0089,2.6403,4.22
4pge,89.5112,103.2720,-516.3600,3.9820,9.7788,7.77
